"NARATIVE","ORD","LATITUDE","LONGITUDE"
"IRAN",238,25.702175,57.959747
"IRAN",240,25.741766,57.759247
"IRAN",242,25.8036,57.32666
"IRAN",244,25.992612,57.252502
"IRAN",245,26.159136,57.21817
"IRAN",247,26.384488,57.089081
"IRAN",248,26.539394,57.087708
"IRAN",249,26.696545,57.056122
"IRAN",251,26.810589,57.028656
"IRAN",252,26.919621,56.944885
"IRAN",253,27.145923,56.778717
"IRAN",255,27.166695,56.640015
"IRAN",256,27.175247,56.494446
"IRAN",258,27.186242,56.280212
"IRAN",260,27.122702,56.052246
"IRAN",261,27.012643,55.83252
"IRAN",263,26.999184,55.669098
"IRAN",264,26.937987,55.582581
"IRAN",266,26.789751,55.504303
"IRAN",268,26.797106,55.327148
"IRAN",269,26.784847,55.262604
"IRAN",270,26.754195,55.218658
"IRAN",272,26.522193,54.770966
"IRAN",274,26.522193,54.647369
"IRAN",275,26.599579,54.553986
"IRAN",276,26.613086,54.42627
"IRAN",277,26.722307,54.28894
"IRAN",278,26.750516,54.025269
"IRAN",280,26.7174,53.846741
"IRAN",281,26.755421,53.659973
"IRAN",283,26.843677,53.524017
"IRAN",284,26.980829,53.475952
"IRAN",286,27.119035,53.0159
"IRAN",287,27.38884,52.58194
"IRAN",289,27.391278,52.651978
"IRAN",290,27.431509,52.68631
"IRAN",292,27.598369,52.514648
"IRAN",294,27.66042,52.436371
"IRAN",296,27.700552,52.229004
"IRAN",297,27.847576,52.054596
"IRAN",299,27.85729,51.604156
"IRAN",301,27.965295,51.411896
"IRAN",302,28.21729,51.297913
"IRAN",304,28.467484,51.122131
"IRAN",305,28.836253,51.020508
"IRAN",307,28.841065,50.888672
"IRAN",309,28.964895,50.830994
"IRAN",311,28.954081,50.920258
"IRAN",313,29.093377,50.921631
"IRAN",315,29.135369,50.818634
"IRAN",316,29.128172,50.701904
"IRAN",318,29.440794,50.655212
"IRAN",320,29.787025,50.298157
"IRAN",322,30.18787,50.088043
"IRAN",324,30.216355,49.935608
"IRAN",326,29.99776,49.563446
"IRAN",328,30.071471,49.530487
"IRAN",330,30.138002,49.53186
"IRAN",332,30.168876,49.416504
"IRAN",333,30.15344,49.283295
"IRAN",335,30.246018,49.247589
"IRAN",337,30.326657,49.034729
"IRAN",339,30.370506,49.270935
"IRAN",341,30.491284,49.262695
"IRAN",343,30.514949,49.000397
"IRAN",345,30.407229,48.90152
"IRAN",347,30.294646,48.850708
"IRAN",349,30.240086,48.917999
"IRAN",350,30.164126,48.8974
"IRAN",351,30.165314,48.896027
"IRAN",353,30.086919,48.927612
"IRAN",354,30.020354,48.89328
"IRAN",356,30.041755,48.695526
"IRAN",357,29.953745,48.651581
"IRAN",359,29.99657,48.488159
"IRAN",361,29.982297,48.298645
"IRAN",363,30.034622,48.223114
"IRAN",364,30.1,48.12149
"ISRAEL",1,33.091542,35.112305
"ISRAEL",2,33.142151,34.799194
"ISRAEL",3,31.830899,33.914795
"ISRAEL",4,31.311408,34.233398
"ISRAEL",5,31.592574,34.469604
"ISRAEL",6,31.924193,34.689331
"ISRAEL",7,32.328917,34.865112
"ISRAEL",8,32.819595,34.963989
"ISRAEL",9,32.842674,35.057373
"JAKARTA",1,-5.926142,107.012329
"JAKARTA",2,-5.863305,107.005463
"JAKARTA",3,-5.889261,106.671753
"JAKARTA",4,-6.014922,106.675873
"JAKARTA",5,-6.044967,106.710205
"JAKARTA",6,-6.08457,106.717072
"JAKARTA",7,-6.102322,106.737671
"JAKARTA",8,-6.120073,106.847534
"JAKARTA",9,-6.095494,106.960144
"JAKARTA",10,-6.077742,107.001343
"LEBANON",1,34.646766,35.980225
"LEBANON",2,34.71904,35.551758
"LEBANON",3,33.142151,34.799194
"LEBANON",4,33.091542,35.112305
"LEBANON",5,33.947917,35.579224
"LEBANON",6,34.116352,35.661621
"LEBANON",7,34.275375,35.672607
"LEBANON",8,34.388779,35.755005
"LEBANON",9,34.511083,35.952759
"LEBANON",10,34.606085,35.996704
"LIBYA",1,33.170893,11.56311
"LIBYA",2,33.439463,11.705933
"LIBYA",3,33.283472,12.244263
"LIBYA",4,33.230647,12.45163
"LIBYA",5,33.208818,12.638397
"LIBYA",6,33.20652,12.840271
"LIBYA",7,33.20652,13.08197
"LIBYA",8,33.224903,13.215179
"LIBYA",9,33.151349,13.4198
"LIBYA",10,33.075432,13.706818
"LIBYA",11,33.033996,13.94989
"LIBYA",12,33.00636,14.220428
"LIBYA",13,32.87036,14.49234
"LIBYA",14,32.737617,14.799957
"LIBYA",15,32.653251,15.154266
"LIBYA",16,32.605832,15.393219
"LIBYA",17,32.435613,15.522308
"LIBYA",18,32.287133,15.599213
"LIBYA",19,32.102353,15.644531
"LIBYA",20,31.963814,15.700836
"LIBYA",21,31.786552,15.882111
"LIBYA",22,31.67559,16.02356
"LIBYA",23,31.604271,16.173248
"LIBYA",24,31.569175,16.34903
"LIBYA",25,31.438037,17.20459
"LIBYA",26,31.297328,17.830811
"LIBYA",27,31.052934,18.468018
"LIBYA",28,31.005863,19.127197
"LIBYA",29,31.765537,19.259033
"LIBYA",30,32.463426,19.522705
"LIBYA",31,32.944149,19.863281
"LIBYA",32,33.201924,20.34668
"LIBYA",33,33.220308,20.830078
"LIBYA",34,33.431441,21.741943
"LIBYA",35,33.192731,23.345947
"LIBYA",36,32.68562,24.609375
"LIBYA",37,32.444885,25.158691
"LIBYA",38,32.301063,25.576172
"LIBYA",39,31.674421,25.150452
"LIBYA",40,31.877558,25.065308
"LIBYA",41,31.947501,25.059814
"LIBYA",42,32.01972,24.947205
"LIBYA",43,32.0593,24.675293
"LIBYA",44,32.0593,24.515991
"LIBYA",45,32.068611,24.307251
"LIBYA",46,32.082575,24.13147
"LIBYA",47,32.117475,24.01886
"LIBYA",48,32.191884,23.779907
"LIBYA",49,32.212801,23.535461
"LIBYA",50,32.219772,23.400879
"LIBYA",51,32.270878,23.280029
"LIBYA",52,32.324276,23.214111
"LIBYA",53,32.405473,23.164673
"LIBYA",54,32.454156,23.181152
"LIBYA",55,32.551444,23.15918
"LIBYA",56,32.61393,23.156433
"LIBYA",57,32.741082,22.914734
"LIBYA",58,32.863439,22.442322
"LIBYA",59,32.928013,22.211609
"LIBYA",60,32.962586,22.109985
"LIBYA",61,32.946454,21.785889
"LIBYA",62,32.934929,21.524963
"LIBYA",63,32.787275,21.118469
"LIBYA",64,32.62781,20.711975
"LIBYA",65,32.298741,20.203857
"LIBYA",66,32.096536,19.967651
"LIBYA",67,31.847232,19.877014
"LIBYA",68,31.43335,19.989624
"LIBYA",69,31.327833,20.050049
"LIBYA",70,31.137603,20.162659
"LIBYA",71,30.732393,19.945679
"LIBYA",72,30.514949,19.703979
"LIBYA",73,30.339695,19.368896
"LIBYA",74,30.327842,18.962402
"LIBYA",75,30.398938,18.81134
"LIBYA",76,30.789037,18.212585
"LIBYA",77,30.91872,17.907715
"LIBYA",78,31.128199,17.254028
"LIBYA",79,31.243334,16.690979
"LIBYA",80,31.245682,16.354523
"LIBYA",81,31.311408,16.018066
"LIBYA",82,31.375917,15.838165
"LIBYA",83,31.466154,15.68573
"LIBYA",84,31.674421,15.530548
"LIBYA",85,31.900878,15.422058
"LIBYA",86,32.166313,15.378113
"LIBYA",87,32.284811,15.328674
"LIBYA",88,32.382281,15.24353
"LIBYA",89,32.421703,15.084915
"LIBYA",90,32.448941,14.921494
"LIBYA",91,32.455894,14.783478
"LIBYA",92,32.491809,14.660568
"LIBYA",93,32.515552,14.571991
"LIBYA",94,32.546234,14.469681
"LIBYA",95,32.646313,14.315872
"LIBYA",96,32.688509,14.262314
"LIBYA",97,32.713933,14.195023
"LIBYA",98,32.731263,14.121552
"LIBYA",99,32.745703,14.024734
"LIBYA",100,32.785543,13.920364
"LIBYA",101,32.814401,13.756256
"LIBYA",102,32.802282,13.695831
"LIBYA",103,32.799396,13.627167
"LIBYA",104,32.853634,13.485031
"LIBYA",105,32.911297,13.363495
"LIBYA",106,32.92686,13.222733
"LIBYA",107,32.898038,13.119736
"LIBYA",108,32.856518,13.007126
"LIBYA",109,32.819018,12.880783
"LIBYA",110,32.804013,12.669983
"LIBYA",111,32.827096,12.440643
"LIBYA",112,32.845558,12.301941
"LIBYA",113,32.904956,12.170792
"LIBYA",114,32.97814,12.038269
"LIBYA",115,33.05932,11.899567
"LIBYA",116,33.099595,11.784897
"LIBYA",117,33.134101,11.700439
"LIBYA",118,33.128351,11.657867
"RED SEA",1,29.358239,34.963989
"RED SEA",2,29.365421,34.881592
"RED SEA",3,27.783202,34.40918
"RED SEA",4,27.649472,34.914551
"RED SEA",5,27.291248,35.414429
"RED SEA",6,26.118452,36.125793
"RED SEA",7,25.948166,36.397705
"RED SEA",8,25.584563,36.329041
"RED SEA",9,25.152743,36.699829
"RED SEA",10,25.130366,36.944275
"RED SEA",11,24.893911,36.949768
"RED SEA",12,24.14926,37.452393
"RED SEA",13,23.765237,38.056641
"RED SEA",14,22.393253,38.82843
"RED SEA",15,21.988895,38.699341
"RED SEA",16,21.631899,38.702087
"RED SEA",17,20.966569,38.963013
"RED SEA",18,20.239006,39.457397
"RED SEA",19,19.859727,40.045166
"RED SEA",20,19.435514,40.583496
"RED SEA",21,18.781517,40.929565
"RED SEA",22,18.526492,40.874634
"RED SEA",23,18.140632,41.09436
"RED SEA",24,17.874203,41.418457
"RED SEA",25,17.366367,41.830444
"RED SEA",26,17.345395,41.401978
"RED SEA",27,17.046281,41.132813
"RED SEA",28,16.467695,41.467896
"RED SEA",29,16.219949,41.660156
"RED SEA",30,16.103876,41.896362
"RED SEA",31,16.19885,42.363281
"RED SEA",32,16.399201,42.780762
"RED SEA",33,16.422913,42.764282
"RED SEA",34,16.469012,42.786255
"RED SEA",35,16.553278,42.727203
"RED SEA",36,16.704602,42.73407
"RED SEA",37,16.808485,42.661285
"RED SEA",38,16.889974,42.539063
"RED SEA",39,16.955665,42.558289
"RED SEA",40,17.044968,42.510223
"RED SEA",41,17.182779,42.378387
"RED SEA",42,17.021333,42.370148
"RED SEA",43,17.345395,42.324829
"RED SEA",44,17.409615,42.330322
"RED SEA",45,17.454163,42.302856
"RED SEA",46,17.473812,42.263031
"RED SEA",47,17.535368,42.225952
"RED SEA",48,17.579885,42.143555
"RED SEA",49,17.638787,42.113342
"RED SEA",50,17.696362,42.046051
"RED SEA",51,17.804919,41.886749
"RED SEA",52,18.059701,41.63681
"RED SEA",53,18.388411,41.472015
"RED SEA",54,18.539513,41.407471
"RED SEA",55,18.617616,41.261902
"RED SEA",56,18.719097,41.205597
"RED SEA",57,18.845213,41.238556
"RED SEA",58,18.8816,41.161652
"RED SEA",59,18.960844,41.130066
"RED SEA",60,19.045243,41.168518
"RED SEA",61,19.095862,41.152039
"RED SEA",62,19.117922,41.083374
"RED SEA",63,19.204835,41.043549
"RED SEA",64,19.23855,41.051788
"RED SEA",65,19.290406,41.016083
"RED SEA",66,19.327991,41.007843
"RED SEA",67,19.356498,40.958405
"RED SEA",68,19.502842,40.965271
"RED SEA",69,19.581787,40.803223
"RED SEA",70,19.661987,40.814209
"RED SEA",71,19.762826,40.76889
"RED SEA",72,19.826142,40.594482
"RED SEA",73,19.964314,40.535431
"RED SEA",74,20.188746,40.229187
"RED SEA",75,20.280232,40.087738
"RED SEA",76,20.300842,39.910583
"RED SEA",77,20.344627,39.797974
"RED SEA",78,20.474622,39.662018
"RED SEA",79,20.783079,39.458771
"RED SEA",80,21.316243,39.105835
"RED SEA",81,21.358455,39.164886
"RED SEA",82,21.414719,39.195099
"RED SEA",83,21.529737,39.152527
"RED SEA",84,21.527182,39.115448
"RED SEA",85,21.675296,39.103088
"RED SEA",86,21.816883,39.023438
"RED SEA",87,22.020726,39.023438
"RED SEA",88,22.108543,39.05365
"RED SEA",89,22.20012,39.042664
"RED SEA",90,22.290367,39.082489
"RED SEA",91,22.384365,39.094849
"RED SEA",92,22.577242,39.083862
"RED SEA",93,22.749589,39.019318
"RED SEA",94,22.87491,38.968506
"RED SEA",95,22.98621,38.861389
"RED SEA",96,23.149199,38.791351
"RED SEA",97,23.582867,38.596344
"RED SEA",98,23.760209,38.461761
"RED SEA",99,23.932289,38.292847
"RED SEA",100,24.079067,38.07312
"RED SEA",101,24.265745,37.75177
"RED SEA",102,24.298292,37.621307
"RED SEA",103,24.243208,37.619934
"RED SEA",104,24.272005,37.527924
"RED SEA",105,24.379623,37.433167
"RED SEA",106,24.437148,37.460632
"RED SEA",107,24.637031,37.335663
"RED SEA",108,24.711905,37.229919
"RED SEA",109,24.797955,37.224426
"RED SEA",110,24.90263,37.256012
"RED SEA",111,24.97112,37.287598
"RED SEA",112,25.066941,37.257385
"RED SEA",113,25.156472,37.262878
"RED SEA",114,25.234758,37.172241
"RED SEA",115,25.474273,37.040405
"RED SEA",116,25.584563,36.97998
"RED SEA",117,25.682375,36.870117
"RED SEA",118,25.781344,36.786346
"RED SEA",119,25.749188,36.716309
"RED SEA",120,25.857988,36.661377
"RED SEA",121,25.941992,36.708069
"RED SEA",122,26.037042,36.695709
"RED SEA",123,26.086388,36.551514
"RED SEA",124,26.545537,36.286469
"RED SEA",125,26.645004,36.217804
"RED SEA",126,26.743158,36.112061
"RED SEA",127,26.889005,36.047516
"RED SEA",128,27.090918,35.825043
"RED SEA",129,27.189907,35.814056
"RED SEA",130,27.238758,35.80307
"RED SEA",131,27.288808,35.768738
"RED SEA",132,27.374206,35.658875
"RED SEA",133,27.524105,35.564117
"RED SEA",134,27.690824,35.498199
"RED SEA",135,27.970147,35.235901
"RED SEA",136,28.005314,35.167236
"RED SEA",137,28.046531,35.223541
"RED SEA",138,28.118016,35.0354
"RED SEA",139,28.078039,34.893951
"RED SEA",140,28.115594,34.837646
"RED SEA",141,28.134972,34.693451
"RED SEA",142,28.104692,34.650879
"RED SEA",143,28.039259,34.635773
"RED SEA",144,28.102269,34.611053
"RED SEA",145,28.098635,34.580841
"RED SEA",146,28.118016,34.580841
"RED SEA",147,28.177349,34.638519
"RED SEA",148,28.527829,34.808807
"RED SEA",149,28.665286,34.781342
"RED SEA",150,28.773678,34.82254
"RED SEA",151,28.829035,34.836273
"RED SEA",152,28.887969,34.833527
"RED SEA",153,28.974507,34.852753
"RED SEA",154,29.027355,34.855499
"RED SEA",155,29.135369,34.884338
"RED SEA",156,29.238477,34.933777
"SULU ARCHIPELAGO",1,7.013668,122.67334
"SULU ARCHIPELAGO",2,7.231699,121.365967
"SULU ARCHIPELAGO",3,6.118708,118.981934
"SULU ARCHIPELAGO",4,7.013668,117.685547
"SULU ARCHIPELAGO",5,7.406048,117.652588
"SULU ARCHIPELAGO",6,7.569437,117.410889
"SULU ARCHIPELAGO",7,7.602108,116.663818
"SULU ARCHIPELAGO",8,6.566389,116.762695
"SULU ARCHIPELAGO",9,6.610044,116.867065
"SULU ARCHIPELAGO",10,6.719165,116.971436
"SULU ARCHIPELAGO",11,6.937333,117.158203
"SULU ARCHIPELAGO",12,6.773716,117.224121
"SULU ARCHIPELAGO",13,6.615501,117.317505
"SULU ARCHIPELAGO",14,6.555475,117.438354
"SULU ARCHIPELAGO",15,6.550017,117.581177
"SULU ARCHIPELAGO",16,6.429942,117.723999
"SULU ARCHIPELAGO",17,6.326218,117.718506
"SULU ARCHIPELAGO",18,5.954827,117.630615
"SULU ARCHIPELAGO",19,5.883796,117.702026
"SULU ARCHIPELAGO",20,5.927508,117.828369
